review_id,review_text,star_rating,date,business_name,business_category,platform
625,الاسعار مبالغ فيها نوعا ما,4,قبل شهر,مطعم و مقهى ستيريو,مطعم,google_maps
627,"The service is great and the employees are so nice. The pasta is also great! There are many vegetarian and even vegan options. The pizza is not the best/doesn’t really taste like pizza. Overall this place is great, would recommend to choose the pasta though!",4,قبل يومين (2),عيش + ملح,مطعم,google_maps
628,Leckere Pasta und toller Service zu super Preis-Leistungsverhältnis,4,قبل يومين (2),عيش + ملح,مطعم,google_maps
629,Preporucujem restoran. Odlicna hrana i nemoze biti jeftinija. Usluga savrsena,5,قبل 3 أيام,عيش + ملح,مطعم,google_maps
630,"Lecker, italienische Küche mit Altstadt Flair angenehm und sauber. Service ist sehr nett Empfehlenswert
Ehepaar aus Stuttgart",4,قبل أسبوع,عيش + ملح,مطعم,google_maps
631,"Boli sme tu v čase sviatku Ramadan. Reštaurácia ponúkala služby bez obmedzenia. Červený interiér je zaujímavo kombinovaný s kvetinovou výzdobou žltých slnečníc. Jedlo bolo chutné a rýchlo pripravené, bez dlhého čakania. Najviac nám chutila paradajková polievka, zapekany baklažán a ibištekový čaj.",5,قبل أسبوعين,عيش + ملح,مطعم,google_maps
632,Kahvaltı-öğle yemeği için gittik. Mekan güzeldi. Yemekler de iyiydi. Fırsatımız olsa bir daha giderdik. Hizmette iyiydi ama tek sıkıntı biraz yavaştı. Gerçi yavaş hizmet tüm Mısır için geçerli. Daha hızlısına rastlamadık. Herkese tavsiye ederim.,5,قبل أسبوعين,عيش + ملح,مطعم,google_maps
633,Ne rend pas la monnaie alors qu’on lui réclame,2,قبل 3 أسابيع,عيش + ملح,مطعم,google_maps
634,"Vibes and food was stunning, quit empty in the morning 10/10 place",5,قبل شهر,عيش + ملح,مطعم,google_maps
635,I had chicken breast with lemon sauce and fresh vegetables. My wife had the aubergine and penne in tomato sauce. Both were delicious. We finished the meal with ice cream prepared by Mekel - excellent! We were well looked after by Ahmed. Thank you both so much for a most pleasant evening .,5,قبل شهر,عيش + ملح,مطعم,google_maps
636,حلو,5,قبل شهر,عيش + ملح,مطعم,google_maps
637,"ده الجمال كله 🌻❤️
مكاني المفضل",5,قبل شهر,عيش + ملح,مطعم,google_maps
639,"Have great menu for tourists, It was delicious",5,قبل شهر,عيش + ملح,مطعم,google_maps
640,"Great service, very nice kind staff, horrible pizza, meh pasta, meh drinks but ultimately a good quite neat place and affordable",4,تاريخ التعديل: قبل شهر,عيش + ملح,مطعم,google_maps
641,lezzet tam yerinde kesinlikle tavsiye ederiz.,5,قبل شهر,عيش + ملح,مطعم,google_maps
642,"تجربة سيئة جدا جدا جدا
تاخر الطلب والستاف مايتكلمون عربي ولما وصل الطلب كان فيه طعم كشنه علما اني طالب فطيره",1,قبل شهر,عيش + ملح,مطعم,google_maps
643,"مكان جميل وحضاري
تحس بتاريخ مصر القديم
الاصطاف ودود
ودائما مبتسم",5,قبل شهر,عيش + ملح,مطعم,google_maps
645,"Petit café restaurant à Downtown incroyable: pancakes, french toasts, plats italiens, très bons cafés.. ambiance calme et prix super accessibles",5,قبل شهر,عيش + ملح,مطعم,google_maps
647,"I loved the interior of Eish + Malh. The mix of red tones, yellow sunflowers, wooden tables, and large windows opening onto the street is a striking combination.

Here’s what we ordered:

- Arancini 🍚: Needed more cooking. One ball was a little cold, like it did not have enough time to cook/defrost. It also needed more sauce, but we asked for extra and that helped.

- Salad 🥗 (arugula, apples, and mushroom): It was okay, but the portion and presentation weren’t great.

- Pasta 🍝: The waiter recommended the white sauce pasta with mushroom and chicken. It was actually really good, just needed a pinch of salt.

Overall, it was a nice experience with a great setting, friendly staff, and solid food. I would go there again.",4,قبل شهر,عيش + ملح,مطعم,google_maps
651,ممتاز جدا ونضيف للمشاوي,5,قبل أسبوعين,كبابجي الأزهر فرحات,مطعم عائلي,google_maps
652,They have the best stuffed pigeons,5,قبل 3 أسابيع,كبابجي الأزهر فرحات,مطعم عائلي,google_maps
653,"المطعم كل همهم البصبصه و المعاكسة
تاركين الخدمة و شغالين بصبصه

الحمام المشوي ٢/١٠
١/٤ كيلو مشوي ٦/١٠",3,قبل شهر,كبابجي الأزهر فرحات,مطعم عائلي,google_maps
655,الحمام عنده في مكان تاني,5,قبل شهر,كبابجي الأزهر فرحات,مطعم عائلي,google_maps
657,لازم تجيب كاش معك الخدمه بطيئه شوي من الزحمه فرع ميدان لبنان طبعا,5,قبل شهر,كبابجي الأزهر فرحات,مطعم عائلي,google_maps
659,Authentic Egyptian food! The Stuffed pigeon was great and so was the meat and everything else. Probably one of the best and safest places to try local food!,4,قبل شهر,كبابجي الأزهر فرحات,مطعم عائلي,google_maps
660,The stuffed pigeon and pigeon soup tasted exotic and interesting and nice; I love the grilled pigeon and grilled beef. Definitely willing go if I have any chance.,5,قبل شهر,كبابجي الأزهر فرحات,مطعم عائلي,google_maps
661,الجو العام حلو والاصطف محترم ولذيذ ف التعامل والاكل حلو,5,قبل يومين (2),الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
662,كل سنه وانتم طيبين الاكل جميل والخدمه اجمل والناس بتتعامل بذوق جدا ومحترمين,5,قبل 4 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
663,"The best branch the food are amazing , hatem is very welcoming and food are fresh",5,تاريخ التعديل: قبل 5 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
664,كل سنة وأنتم طيبين، خدمة ممتازة كالمعتاد,5,قبل 5 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
665,أحلي نااس و احلي حاتم صابر و مستر وليد ❤️,5,قبل 5 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
666,Nice experience,5,قبل 5 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
667,The service was good,5,قبل 6 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
668,Good experience,5,قبل 6 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
669,Great great service and the food is high quality as usual,5,قبل 6 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
670,"Grate place for iftar in ramadan with Mr. Hatem, grate serving.",5,قبل 6 أيام,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
672,I had a really nice experience there great food and staff would definitely recommend,5,قبل أسبوع,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
673,"The food was very delicious and the staff was very friendly especially Hatem saber , he has a very warm hospitality.",5,قبل أسبوع,الدهان للمشويات التجمع الخامس Eldahan tagmo3,مطعم مأكولات مشوية,google_maps
674,Όμορφος χώρος με ωραία διακόσμηση. Ότι πιάτο παραγγείλαμε ήταν πολύ νόστιμο με μεγάλες μερίδες,5,قبل 9 ساعات,مطعم ظاظا النيل,مطعم,google_maps
676,جودة ونظافة وحسن استقبال .. شكرا,5,قبل يومين (2),مطعم ظاظا النيل,مطعم,google_maps
677,مكان تحفه والاكل تحفه أجواء رمضان جميله الموظفين كلهم عسل وخدومين ودمهم خفيف,5,قبل يومين (2),مطعم ظاظا النيل,مطعم,google_maps
682,"Had a wonderful experience with my family at ZAZA Restaurant during Iftar this Ramadan. The food was absolutely delicious with a great variety of dishes that made the evening special.

A special thanks to Belal and Moaataz for their outstanding service, they were incredibly helpful, attentive, and made sure everything was perfect. Their hospitality really made the experience even better.",5,قبل 4 أيام,مطعم ظاظا النيل,مطعم,google_maps
683,"مكان اكتر من رائع والأكل طعم جدا
وأستاذ محمد صلاح إنسان محترم وزوق واستقباله واهتمامه كان رائع
شكرا ليكم واهتمامكم وان شاء الله دا بقي مكاني المفضل دايما ♥️",5,قبل 5 أيام,مطعم ظاظا النيل,مطعم,google_maps
685,الفطار تحفه فى رمضان,5,قبل 6 أيام,مطعم ظاظا النيل,مطعم,google_maps
686,"Exllent team , helpful",5,قبل 6 أيام,مطعم ظاظا النيل,مطعم,google_maps
687,"Um dos melhores restaurantes em Cairo. Local privilegiado sobre o Nilo. Especialmente a noite. Comida impecável, preço justo e boas opções. Serviço simpático.",5,قبل 6 أيام,مطعم ظاظا النيل,مطعم,google_maps
689,اجمل مطعم على النيل والأسعار مناسبه لجميع ومكان هادي ومميز,5,تاريخ التعديل: قبل أسبوع,مطعم ظاظا النيل,مطعم,google_maps
690,مطعم جميل واشكر محمد صلاح على ذوقه وابتسامته👌,5,قبل أسبوع,مطعم ظاظا النيل,مطعم,google_maps
691,"delicious Oreo milkshake and mixed grill!
Amazing food",5,قبل أسبوع,مطعم ظاظا النيل,مطعم,google_maps
693,"We had a fantastic experience at Zaza Nile. Everything was excellent from start to finish. The food was absolutely delicious, full of flavor, and clearly prepared with care. The portions were very generous — more than enough — which made the experience even better.

The view is truly stunning, overlooking the Nile River and the beautiful skyline of Cairo. The atmosphere is relaxing and enjoyable, making it a perfect place to sit back, enjoy great food, and take in the scenery.

Highly recommended for anyone looking for delicious food, big portions, and an amazing view of the Nile and the city of Cairo.",5,قبل أسبوعين,مطعم ظاظا النيل,مطعم,google_maps
694,مطعم ظاظا (Zaza Cuisine) في ممشى أهل مصر هو وجهة مميزة تجمع بين إطلالة النيل الساحرة والأكلات المصرية الأصيلة، ويُعد خياراً رائعاً لتناول الطعام في أجواء عصرية راقية (خمس نجوم). يشتهر بتقديم أطباق متنوعة مثل الشاورما، السجق، والمشويات، إلى جانب الشيشة، مع خدمة ممتازة وقعدات مريحة.,5,قبل أسبوعين,مطعم ظاظا النيل,مطعم,google_maps
695,"Great food, service and value. Keep in mind you need to pay 20 EGP to enter the riverfront, where the restaurant is located.",5,قبل أسبوعين,مطعم ظاظا النيل,مطعم,google_maps
696,Very nice food and atmosphere.,5,قبل أسبوعين,مطعم ظاظا النيل,مطعم,google_maps
697,"Absolutely wonderful restaurant and thoroughly recommend it. Waitstaff are fabulous, with a special mention to Ramy, excellent explanations and suggestions. Coffee is wonderful.",5,قبل 3 أسابيع,مطعم ظاظا النيل,مطعم,google_maps
698,"Lovely Experience excellent food and location
The service was amazing and the waiters were so polite
Nawaf was very helpful and friendly",5,قبل 3 أسابيع,مطعم ظاظا النيل,مطعم,google_maps
699,حلو,5,قبل 6 أيام,Nile Maxim,مطعم,google_maps
700,الخدمة ضعيفة وسيئة لكن الاكل كان جميل,4,قبل أسبوع,Nile Maxim,مطعم,google_maps
701,الإضاءة وحشة اوى,4,قبل أسبوع,Nile Maxim,مطعم,google_maps
702,"We had a good time.
Personnel was very friendly and the qualiity and quantity of food was pretty good.
The entertainment during the cruise was average and touristic.",4,قبل أسبوع,Nile Maxim,مطعم,google_maps
703,Superb nile cruise with excellent dinner. Enjoyed every minute. Live music.,5,قبل أسبوعين,Nile Maxim,مطعم,google_maps
704,"Gradevole giro sul Nilo, buon servizio. Spettacolo e intrattenimento molto ""turistico""!",3,قبل أسبوعين,Nile Maxim,مطعم,google_maps
705,"Boat is lovely, strong smell of diesel when you first get on.
Lovely dinning area.
It was under occupied but the food was cold and nothing special. Good free salad selection though.
Belly dancer and the spinning man were great but the music was too loud and quite over bearing , there was no let up. So  I sat with my fingers in my ears lol.
A lovely trip along the river for the view at night if you can stand LOUD music for 2 hours.",2,قبل أسبوعين,Nile Maxim,مطعم,google_maps
706,"Food was fine and there was plenty of high quality traditional Egyptian entertainment. Staff were extremely nice, courteous and couldn’t help enough.",5,قبل 3 أسابيع,Nile Maxim,مطعم,google_maps
707,"the service from Abanoup on the Nile Maxim was amazing, fast and smooth. The food was also very tasty, the rib eye steak was well seasoned and cooked perfectly.",5,قبل 3 أسابيع,Nile Maxim,مطعم,google_maps
708,Adding some pics for others to see exterior. Did  ot get inside.,4,قبل 3 أسابيع,Nile Maxim,مطعم,google_maps
709,"The food was good, but the singer was using low-quality speakers, which made the sound noisy and unpleasant.

Additionally, the show was average, and the dancer did not treat all tables equally. She would approach tables with families, but if the table was a group of men, she avoided coming to them.",2,قبل 3 أسابيع,Nile Maxim,مطعم,google_maps
710,"Food is salad buffet snd set menu where you choose among beef, chicken and fish. I chose beef and quality was so so only. There shows are also okay quality level with a guy singing old english songs, followed by tanoura and belly dance shows. Staff was good though, polite and attentive",3,قبل 3 أسابيع,Nile Maxim,مطعم,google_maps
711,"Fun cruise on the Nile,  entertainment is outstanding",5,قبل شهر,Nile Maxim,مطعم,google_maps
712,روعه بجد,5,قبل يومين (2),قصر الكبابجي,مطعم مأكولات مصرية,google_maps
714,They do not wash their silver wear.. they only wipe it u can literately smell food from the previous customer. And who knows what goes on inside,1,قبل أسبوعين,قصر الكبابجي,مطعم مأكولات مصرية,google_maps
717,"I went to el shiekh zaid branch, i liked the food, doesn’t have to deliver the food on grill on table. Price is medium high",4,قبل 3 أسابيع,قصر الكبابجي,مطعم مأكولات مصرية,google_maps
718,Good Food,5,قبل 3 أسابيع,قصر الكبابجي,مطعم مأكولات مصرية,google_maps
720,المكان تحفه بس الأسعار مبالغ فيها,5,قبل شهر,قصر الكبابجي,مطعم مأكولات مصرية,google_maps
724,"Ahl Alraya has a surprisingly large menu, which was the thing that stood out most. Plenty of Syrian dishes and snacks to choose from. The dining area is comfortable and service was straightforward. Probably a good spot for groups who want variety, though the chicken dishes were just average.",4,قبل أسبوع,مطعم اهل الراية للمأكولات السورية,مطعم مأكولات سورية,google_maps
726,المشكلة في طول وقت الإنتظار لاستلام الطلب.. مع ضرورة إعادة النظرفي الأسعار نظرا للظروف الاقتصادية لكن الأكل جميل والمعاملة من العاملين جيدة,3,قبل شهر,مطعم اهل الراية للمأكولات السورية,مطعم مأكولات سورية,google_maps
727,جيد,4,تاريخ التعديل: قبل شهر,مطعم اهل الراية للمأكولات السورية,مطعم مأكولات سورية,google_maps
729,다소 생소합니다.향이 강합니다,3,قبل شهرين,مطعم اهل الراية للمأكولات السورية,مطعم مأكولات سورية,google_maps
730,They can give more to compete,3,قبل شهرين,مطعم اهل الراية للمأكولات السورية,مطعم مأكولات سورية,google_maps
731,very bad service and bad employees and the manager is the worst,1,قبل شهرين,مطعم اهل الراية للمأكولات السورية,مطعم مأكولات سورية,google_maps
733,لا يستحق التجربه نهائي,1,قبل يوم واحد,كبابجي العربي,مطعم مأكولات مشوية,google_maps
734,"We ordered food from them in Ramadan to arrive at iftar time. The restaurant confirmed the order was on the way, but the food never arrived and no one answered our calls for hours.

We even contacted them on Facebook and were told the driver was minutes away, which wasn’t true.

Our dinner gathering was completely ruined and we had to go out and find somewhere else to break our fast.

They later called, unaware that the order had never been delivered. Very unprofessional service and definitely the last time ordering from them.",1,قبل 5 أيام,كبابجي العربي,مطعم مأكولات مشوية,google_maps
735,"We ordered food for 10 people at 12 PM during Ramadan so it would arrive by iftar.

We called the restaurant at 5 PM before iftar, and they told us the order had already left and was on the way.

We kept calling and trying to reach them, but no one answered from 5:50 PM until 8 PM.

The food never arrived, and no one contacted us.

We also sent them a message on Facebook Messenger. They replied saying the delivery would arrive in a few minutes and that the driver would call us; but no one called and the food never came. Extremely disrespectful service.

They finally called at 9:30 PM, surprised that we were upset, and they didn’t even know that the food had never arrived.

One of the worst experiences ever, and the last time we order from them.",1,قبل 5 أيام,كبابجي العربي,مطعم مأكولات مشوية,google_maps
740,ستاف قليل الذوق والاوردر متاخر ساعة وربع,1,قبل أسبوع,كبابجي العربي,مطعم مأكولات مشوية,google_maps
741,"لا أنصح بتجربته في رمضان
الاكل جاي بارد",1,قبل أسبوع,كبابجي العربي,مطعم مأكولات مشوية,google_maps
742,رائعة,5,تاريخ التعديل: قبل شهر,كبابجي العربي,مطعم مأكولات مشوية,google_maps
743,Will always be our favorite,5,قبل شهر,كبابجي العربي,مطعم مأكولات مشوية,google_maps
744,تجربه ممتازه,5,قبل شهر,كبابجي العربي,مطعم مأكولات مشوية,google_maps
745,اسوء مكان ممكن تطلب منه ديليفري,1,قبل شهر,كبابجي العربي,مطعم مأكولات مشوية,google_maps
747,مطعم يقدم الاكل البناني والمكان هادئ والاسعار مقبوله,5,قبل أسبوع,بيت ورد,مطعم مأكولات لبنانية,google_maps
748,"Beside the tasteless cold coffee; Rude hustling behaviour from the waiter. I asked for the receipt, so he came to my table and, without asking, opened an extra small water bottle that was on the table so it could be added to the receipt (for 65 LE). When I objected and explained to them what that waiter did, they were very rude, unprofessional, and told me it was MY FAULT that I didn't ask the water to not open the water bottle! Never again.",1,قبل أسبوعين,بيت ورد,مطعم مأكولات لبنانية,google_maps
750,مكان راقى وهادى,5,قبل شهر,بيت ورد,مطعم مأكولات لبنانية,google_maps
752,Good,5,قبل شهر,بيت ورد,مطعم مأكولات لبنانية,google_maps
754,بعض اكلاتهم لذيذة ليس الكل ..,4,قبل شهر,بيت ورد,مطعم مأكولات لبنانية,google_maps
755,مطعم متميز جدا بالمهندسين,4,قبل شهر,بيت ورد,مطعم مأكولات لبنانية,google_maps
757,Ahmed and the other staff were amazing. food is nice. we love it!,5,قبل 5 أيام,Brunch & Cake Lake View,مطعم,google_maps
758,"Very bad experience, unqualified staff , all menu is sold out and they turn off left while we are staying there",1,قبل أسبوع,Brunch & Cake Lake View,مطعم,google_maps
759,"Foods were very good and the atmosphere made me comfortable
Thank you Hazem🙏",5,قبل أسبوع,Brunch & Cake Lake View,مطعم,google_maps
760,"Très belle adresse!
Le cadre est magnifique
Le service nickel et les plats sont de qualité et copieux!
Je recommande",5,قبل أسبوعين,Brunch & Cake Lake View,مطعم,google_maps
761,"The food was fine. Its the service that was mediocre. Very unfriendly staff, and was repeated ignored on purpose. Just rude and uninviting. Do not recommend.",1,قبل 3 أسابيع,Brunch & Cake Lake View,مطعم,google_maps
762,"C’est un excellent concept, je le recommande passage obligatoire ! Al Hussein y",5,قبل 3 أسابيع,Brunch & Cake Lake View,مطعم,google_maps
763,Hazim was a great waiter thank you ❤️,5,قبل 3 أسابيع,Brunch & Cake Lake View,مطعم,google_maps
764,تقهوينا وفطرنا فطور أمريكي,5,قبل 3 أسابيع,Brunch & Cake Lake View,مطعم,google_maps
765,Hazem is very good and very cooperative,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
766,Hazem is very good and his smile is beautiful,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
767,The Vibes place is perfect,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
769,"I had a wonderful experience at this restaurant. The food was truly delicious, the atmosphere was warm and inviting, and the service was exceptional.

Abdulrahman took great care of us with professionalism and kindness, and Manager Ahmed Mujahid made sure everything was perfect. Their attention to detail really elevated the whole experience.

Every time when I visit Egypt I must visit Brunch and Cake",5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
770,Hazem’s service was amazing,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
771,Had lovely meal and interactions with our  waiter Hazem who was very attentive. Great food and amazing hospitality. Will be definitely coming back!!,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
772,"Amazing experience at Brunch & Cake! The presentation is beautiful and everything tastes just as good as it looks. Fresh ingredients, generous portions, and such a great brunch vibe. Service was friendly and the atmosphere is perfect for a relaxed morning. Definitely coming back.",5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
773,Hazem,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
774,Hazim was very helpful and the food was great!,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
775,The food was great and waiter Hazim was very guy he gave us good service 🥰,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
776,The food was delicious i ordered pizza and pancake the service and food was very good props to hassan and khalid would recommend.,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
777,Food was amazing and delicious and service was great the waiter was very helpful thanks to Hazem for the great hospitality,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
778,المكان جميل مخبز رائع والكميه راهيه.,5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
779,"Good cozy well serviced place ✨
Thank you Hazem",5,قبل شهر,Brunch & Cake Lake View,مطعم,google_maps
780,مش حلو خالص,1,قبل 51 دقيقة,مطاعم ناصر الفيومي بمصر الجديده(فول وفلافل ),مطعم فلافل,google_maps
782,غالى .. على الفاضى,1,قبل يوم واحد,مطاعم ناصر الفيومي بمصر الجديده(فول وفلافل ),مطعم فلافل,google_maps
783,It’s not clean,1,قبل 3 أيام,مطاعم ناصر الفيومي بمصر الجديده(فول وفلافل ),مطعم فلافل,google_maps
786,تسلم إيدك يا عم سامي يا عالمي,5,قبل أسبوع,مطاعم ناصر الفيومي بمصر الجديده(فول وفلافل ),مطعم فلافل,google_maps
787,رائع جداً,5,قبل 8 ساعات,مطعم بحري,مطعم مأكولات بحرية,google_maps
788,Best fish restaurant in Egypt atm.,5,قبل 14 ساعة,مطعم بحري,مطعم مأكولات بحرية,google_maps
789,"An amazing place, staff is very friendly and professional, they work like a beehive, food was served in time and like always fresh and hot, cant get enough of the butterfly shrimps, i simply LOVE the place.",5,قبل 19 ساعة,مطعم بحري,مطعم مأكولات بحرية,google_maps
790,Bad experience specially in the times of Ramadan. Worst organization just to park around.,1,قبل يوم واحد,مطعم بحري,مطعم مأكولات بحرية,google_maps
791,مطعم اكثر من رائع,5,قبل 3 أيام,مطعم بحري,مطعم مأكولات بحرية,google_maps
792,الأكل كويس بس الأسعار تقريبا الضعف,4,تاريخ التعديل: قبل 3 أيام,مطعم بحري,مطعم مأكولات بحرية,google_maps
793,المطعم ممتاز و الخدمه رائعه,5,قبل 4 أيام,مطعم بحري,مطعم مأكولات بحرية,google_maps
795,"جينا فطور رمضان
الاكل تحفه
الاكل كان جاهز على الطاوله بس مو بارد
طريقه التعامل مع ضغط الشغل كان محترف و بقمة الاحترام
يستاهلوا اكثر من ٥ نجوم",5,قبل أسبوع,مطعم بحري,مطعم مأكولات بحرية,google_maps
797,مطعم ممتاز سمك خطير وجميل وممتاز وخدمه ممتازه وخاصه الأستاذ احمد,5,قبل أسبوع,مطعم بحري,مطعم مأكولات بحرية,google_maps
798,تحفه تحفه,5,قبل أسبوع,مطعم بحري,مطعم مأكولات بحرية,google_maps
799,"This restaurant is underrated actually, food is so delicious, I don’t know how this restaurant is not top # in Egypt.",5,قبل أسبوع,مطعم بحري,مطعم مأكولات بحرية,google_maps
800,ممتاز,5,قبل 4 أيام,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
802,"Very rude call center, lol",1,قبل أسبوعين,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
803,افضل حاجه استقبال الاستف,5,قبل شهر,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
804,I ordered online from this place and it was great'taste and quantity. I will eat here again,5,قبل شهر,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
805,ممتاز,5,قبل شهر,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
806,Good,5,قبل شهر,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
808,The food was very good,5,قبل شهر,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
809,اكثر من رائع تجربه مميزه,5,قبل شهرين,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
810,الأكل ولا غلطه,5,قبل شهرين,المنوفي الكبابجي - كامل المنوفي فرع الشيخ زايد,مطعم مأكولات مشوية,google_maps
811,Amazing,5,قبل 23 ساعة,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
812,الاكل حلو جدا لازم تجرب البروست ولو بتحب الحار اطلبو اكسترا اسبايسي,5,قبل أسبوع,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
813,Best shawerma chicken you will ever have just add pomegranate  molasses  to it and ur good to go,5,قبل أسبوع,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
815,‏من أفضل محلات الإفطار السوري,5,قبل شهر,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
816,اسعاره حلوة جدا,5,قبل شهر,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
817,"The meals are definitely priced well for what you get. The fried chicken wasn’t great, but the shawarma was actually pretty good.",4,قبل شهر,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
818,"Horrible shawarma, gets your stomach very upset",2,قبل شهر,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
821,ممتاز,5,قبل شهرين,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
822,الشوارما جميله والتعامل حلوا بس لو فيه شطه سايله زي الرنا,5,قبل شهرين,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
823,"مطعم يقدم الوجبات السورية، بمذاق جميل.
تجربتي معهم كانت ممتازة مع ورق العنب وكذلك الشاورما والمشاوي",5,قبل شهرين,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
824,food tastes great. It is my go-to restaurant for Syrian food.,5,تاريخ التعديل: قبل شهرين,مطعم ابو يوسف السورى,مطعم مأكولات سورية,google_maps
827,معامله سيئه جدا,1,قبل 22 ساعة,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps
828,الأكل حلو بس المكان زحمة جداً في رمضان لازم تروح بردي شوية عن معاد السحور علشان تعرف تتبسط,5,تاريخ التعديل: قبل يوم واحد,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps
829,ممتاز جدا واكله نضيف وخفيف,5,قبل يوم واحد,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps
831,نظيف واكل ممتاز,5,قبل 3 أيام,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps
833,Mesh 7elw nehaaa2yy,1,قبل 3 أيام,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps
834,جامد,5,قبل 3 أيام,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps
835,"ساندوش الطعميه مش احسن حاجه
الكنافه بالحبنه جميله",4,تاريخ التعديل: قبل 5 أيام,مطعم العودة,مطعم مأكولات الشرق الأوسط,google_maps
836,"Bonus, el mesero habla español.
La comida deliciosa, el ambiente es agradable y limpio. La comida llegó relativamente rápido, pero pedimos postre y ese sí que se demoró.
Los precios no son tan altos.
Las personas fuman dentro del local.
Se ve a los meseros burlarse de los comensales en su idioma, no disimulan en lo más mínimo.",3,تاريخ التعديل: قبل يوم واحد,مقهى نجيب محفوظ,مقهى,google_maps
837,"Favosissimo ristorante situato nel Centro storico del ononimo bazar del Cairo.
Famosa la sua cucina egiziana e mediorientale,un ambiente di superba raffinatezza di eleganza,offre anche cucina halal e vegetarian.
Per chi stanco dello shopping,una visita qui e' l'idéale per una pausa per un aperitivo o caffe' con una bella musica dal vivo.
Anche se un poco difficile arrivarci,ma poi sarete appagati  dalla sua atmosfera che vi offre.
Dichiarato come luogo élégante,pulito,nell'immergersi in questo locale Nella sua vita ci si sente catapultati in una diversa dimensione.
Attenzione,non chiedere alcolici,e' severamente proibito la somministrazione.
La sua cucina e' tradizionale,falafel,hummus,manzo,pollo,con un servizio che offre il narghilé.",5,تاريخ التعديل: قبل يوم واحد,مقهى نجيب محفوظ,مقهى,google_maps
838,حلو ومكان رايق من شروطهم يكون ادنى سعر لاطلب ٦٠٠ جنيه لشخص الواحد,5,قبل يومين (2),مقهى نجيب محفوظ,مقهى,google_maps
